timestamp,content_airframe_registration,content_airframe_type_icao_value,content_airframe_wtc,content_arrival_aerodrome_actual_icao_value,content_arrival_aerodrome_scheduled_icao_value,content_arrival_time_inBlock_actual,content_arrival_time_landing_estimated,content_arrival_time_landing_scheduled,content_carrier_icao_quality,content_carrier_icao_value,content_departure_aerodrome_actual_icao_value,content_departure_aerodrome_scheduled_icao_value,content_departure_time_offBlock_estimated,content_departure_time_takeoff_actual,content_departure_time_takeoff_planned,content_departure_time_takeoff_scheduled,content_gufi,content_identification_callsign_quality,content_identification_callsign_value,content_identification_iataFlightNumber_quality,content_identification_iataFlightNumber_value,content_identification_squawk,content_movement_altitude_gps,content_movement_direction_heading,content_movement_position_lat,content_movement_position_lon,content_movement_speed_ground,content_movement_timestamp,content_movement_type,content_route_cruisingAltitude,content_route_cruisingSpeed,content_route_initialFlightRules,content_route_text,content_status
2017-03-01T21:48:49.381Z,GFBJB,E170,MEDIUM,EGBB,,,2017-02-28T10:03:00Z,,RECEIVED,BEE,EHAM,,2017-02-28T08:45:00Z,,,,dee9dd13-9922-4571-b85b-48de3b022d2d,RECEIVED,BEE1KB,,,,,,,,,,,,,IFR,N0372F280 VALKO UL980 LAM/N0335F220 L610 HEMEL T420 BUZAD/N0317F180,PLANNED
2017-03-01T23:18:01.263Z,GJECY,DH8D,MEDIUM,EGPH,,,2017-03-01T10:01:00Z,,RECEIVED,BEE,EGBB,,2017-03-01T08:40:00Z,,,,27da61c2-1e74-42b1-bd43-4295431bf6d5,RECEIVED,BEE4NP,,,,,,,,,,,,,IFR,N0318F230 TNT/N0319F240 N57 POL N601 ESKDO,PLANNED
2017-03-01T22:17:38.076Z,,DH8D,MEDIUM,,EGPH,,2017-03-01T10:50:00Z,2017-03-01T10:50:00Z,DERIVED,BEE,,EGLC,,,2017-03-01T08:00:00Z,2017-03-01T08:00:00Z,245f9c41-8eff-4aaa-8adf-fe7e72ccecb9,,,DERIVED,BE1332,,,,,,,,,,196,,,SCHEDULED
2017-03-01T23:16:35.378Z,GPRPD,DH8D,MEDIUM,EGAC,,,2017-03-01T08:02:00Z,,RECEIVED,BEE,EGPH,,2017-03-01T07:00:00Z,,,,b1d937af-da67-4850-905c-b9e73b0c3263,RECEIVED,BEE1JA,,,,,,,,,,,,,IFR,N0302F160 TLA/N0312F180 DCT TRN P600 BLACA DCT MAGEE DCT,PLANNED
2017-03-01T21:48:53.216Z,GPRPI,DH8D,MEDIUM,EGAC,,,2017-02-28T12:57:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T11:50:00Z,,,,53b97a0e-e8a7-4f23-ba6d-58112dcc341b,RECEIVED,BEE2AU,,,,,,,,,,,,,IFR,N0314F200 ASMIM L975 WAL L10 IOM DCT NELBO DCT MAGEE DCT,PLANNED
2017-03-01T23:13:45.372Z,,DH8D,MEDIUM,,EDDV,,2017-03-01T21:10:00Z,2017-03-01T21:10:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T19:40:00Z,2017-03-01T19:40:00Z,c7f73941-03ff-4f42-bcac-883fe7d1e692,,,DERIVED,BE7307,,,,,,,,,,291,,,SCHEDULED
2017-03-01T23:19:25.751Z,,DH8D,MEDIUM,,EGPD,,2017-03-01T17:40:00Z,2017-03-01T17:40:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T16:50:00Z,2017-03-01T16:50:00Z,4f0da3ad-db1f-4224-a762-efb12600fca2,,,DERIVED,BE1043,,,,,,,,,,278,,,SCHEDULED
2017-03-01T22:45:39.600Z,,E190,MEDIUM,,EGFF,,2017-03-01T20:00:00Z,2017-03-01T20:00:00Z,DERIVED,BEE,,EGPH,,,2017-03-01T19:05:00Z,2017-03-01T19:05:00Z,a6d437a9-cb2b-437c-b418-aabdac616231,,,DERIVED,BE4508,,,,,,,,,,299,,,SCHEDULED
2017-03-01T21:49:20.316Z,,,,,,,,,DERIVED,BEE,,,,,,,6dcb42e4-f71c-4313-bc79-eb6ca16c2f47,RECEIVED,BEE1047,,,,,1,57.20194,-2.19778,,2017-02-28T22:38:01Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T20:57:07.556Z,GPRPA,,,EGTE,,,2017-02-28T22:41:21Z,,DERIVED,BEE,EGCC,,,,,,3daf4728-24f9-465e-980c-917a0dcfed92,RECEIVED,BEE378,,,,,,,,,,,,,,,COMPLETED
2017-03-01T23:17:59.643Z,GECOJ,DH8D,MEDIUM,EGBB,,,2017-02-28T19:52:00Z,,RECEIVED,BEE,EGPF,,2017-02-28T18:35:00Z,,,,9909a902-1990-42fa-b82a-db3eab67a8fb,RECEIVED,BEE2CJ,,,,,,,,,,,,,IFR,N0315F250 LUSIV L612 DCS UL612 CROFT/N0288F190,PLANNED
2017-03-01T21:48:29.567Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T23:55:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T22:17:47.127Z,,DH8D,MEDIUM,,EGTE,,2017-03-01T18:08:20Z,,DERIVED,BEE,,EGJB,,,2017-03-01T17:41:40Z,,6bbfb4e1-50bb-4ccd-bcd9-040aa91d51be,,,DERIVED,BE312,,,,,,,,,,190,,,SCHEDULED
2017-03-01T21:49:00.004Z,,,,,,,,,DERIVED,BEE,,,,,,,24c5206b-ca16-4e93-9ce5-2538ecd5cdac,RECEIVED,BEE1878,,,,,183,50.95026,-1.3568,,2017-02-28T22:21:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T22:51:19.556Z,GFBEL,E190,MEDIUM,EGBB,,,2017-03-01T21:01:00Z,,RECEIVED,BEE,LFPG,,2017-03-01T19:40:00Z,,,,785f87ee-f4f1-4a6e-8de5-42a6e26b8079,RECEIVED,BEE815V,,,,,,,,,,,,,IFR,N0365F260 OPALE UT421 KESAX UT426 DIMAL UT10 ALESO UT420 BIG/N0343F220 T420 BUZAD,PLANNED
2017-03-01T22:17:54.242Z,,DH8D,MEDIUM,,EGTE,,2017-03-01T11:40:00Z,2017-03-01T11:40:00Z,DERIVED,BEE,,EGPH,,,2017-03-01T10:25:00Z,2017-03-01T10:25:00Z,9c3288bd-e16d-4241-a142-28d6bd2fcc2a,,,DERIVED,BE210,,,,,,,,,,251,,,SCHEDULED
2017-03-01T21:49:40.342Z,,DH8D,MEDIUM,,EGCC,,2017-03-01T14:30:00Z,2017-03-01T14:30:00Z,DERIVED,BEE,,EHAM,,,2017-03-01T13:15:00Z,2017-03-01T13:15:00Z,10ff88e6-cfed-44ab-a232-223320970a4e,,,DERIVED,BE1276,,,,,,,,,,211,,,SCHEDULED
2017-03-01T23:16:32.501Z,GJECN,DH8D,MEDIUM,EGHI,,,2017-03-01T18:34:00Z,,RECEIVED,BEE,EGPH,,2017-03-01T16:55:00Z,,,,00817d45-e31e-42bc-9ccd-9db9efc69e70,RECEIVED,BEE1BR,,,,,,,,,,,,,IFR,N0321F250 TLA N864 DCS UN864 SUBUK DCT KEPAD UL151 TELBA/N0261F200 L151 PEPUL,PLANNED
2017-03-01T21:54:58.449Z,GJEDP,DH8D,MEDIUM,EGNX,,,2017-02-28T08:19:00Z,,RECEIVED,BEE,EGPF,,2017-02-28T07:05:00Z,,,,9dc4e132-b4c9-4b54-ae86-4f8652aa0978,RECEIVED,BEE6PG,,,,,,,,,,,,,IFR,N0317F230 LUSIV L612 CROFT,PLANNED
2017-03-01T23:17:38.227Z,GFLBE,DH8D,MEDIUM,EGBB,,,2017-03-01T11:53:00Z,,RECEIVED,BEE,EGJB,,2017-03-01T10:40:00Z,,,,80a29a7a-80ae-42f5-9507-45b51d69ad05,RECEIVED,BEE8WB,,,,,,,,,,,,,IFR,N0312F170 ORTAC Q41 WCO/N0308F160 DCT,PLANNED
2017-03-01T22:23:58.374Z,,DH8D,MEDIUM,,EGPF,,2017-03-01T08:00:00Z,2017-03-01T08:00:00Z,DERIVED,BEE,,EGBB,,,2017-03-01T07:10:00Z,2017-03-01T07:10:00Z,0262ac02-e2de-4043-ba19-984853fb102e,,,DERIVED,BE782,,,,,,,,,,194,,,SCHEDULED
2017-03-01T21:49:38.686Z,GJECI,,,,,,,,DERIVED,BEE,EGGP,,,,,,533da622-5b5b-4581-8dcf-88937ce57c10,RECEIVED,BEE044Z,,,,,,,,,,,,,,,COMPLETED
2017-03-01T22:50:15.958Z,,DH8D,MEDIUM,,EGJJ,,2017-03-01T07:55:00Z,2017-03-01T07:55:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T06:55:00Z,2017-03-01T06:55:00Z,e27393c5-06fe-4aca-8060-cda01106a55b,,,DERIVED,BE455,,,,,,,,,,187,,,SCHEDULED
2017-03-01T22:23:56.461Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T23:57:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T22:45:17.883Z,,E190,MEDIUM,,EGKK,,2017-03-01T12:05:00Z,2017-03-01T12:05:00Z,DERIVED,BEE,,EGHQ,,,2017-03-01T11:15:00Z,2017-03-01T11:15:00Z,e87a16a0-8765-47ee-9db5-484fef6c6a5d,,,DERIVED,BE803,,,,,,,,,,226,,,SCHEDULED
2017-03-01T23:19:28.404Z,GECOT,DH8D,MEDIUM,EGAC,,,2017-03-01T19:56:00Z,,RECEIVED,BEE,EGPF,,2017-03-01T19:05:00Z,,,,21021da8-eead-48b1-912b-66732ab8f63b,RECEIVED,BEE8ER,,,,,,,,,,,,,IFR,N0296F140 TRN P600 BLACA DCT MAGEE DCT HB DCT,PLANNED
2017-03-01T23:46:04.249Z,GPRPD,DH8D,MEDIUM,EGPH,,,2017-02-28T22:23:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T21:15:00Z,,,,1696a32c-1f74-437f-b6a1-b1012e90eaa8,RECEIVED,BEE8DP,,,,,,,,,,,,,IFR,N0314F210 POL/N0314F220 N601 ESKDO,PLANNED
2017-03-01T21:23:48.566Z,GECOE,DH8D,MEDIUM,EGHI,,,2017-02-28T10:17:00Z,,RECEIVED,BEE,EGAC,,2017-02-28T08:50:00Z,,,,83161ad6-16e1-4706-bed4-49d7e1eccc0c,RECEIVED,BEE5UM,,,,,,,,,,,,,IFR,N0317F250 DCT DUFFY L15 SOSIM UL15 KEPAD UL151 TELBA/N0254F200 L151 PEPUL,PLANNED
2017-03-01T21:48:08.532Z,GECOE,DH8D,MEDIUM,EGNT,,,2017-02-28T20:13:00Z,,RECEIVED,BEE,EGHI,,2017-02-28T18:45:00Z,,,,33ece5ba-b8c3-468f-a3bd-6f4a3d9deafc,RECEIVED,BEE869M,,,,,,,,,,,,,IFR,N0255F070 DCT NORRY/N0287F110 Q41 WCO/N0315F240 DCT DTY Y250 GASKO P18 NATEB DCT,PLANNED
2017-03-01T23:19:42.958Z,GJECJ,DH8D,MEDIUM,EGPF,,,2017-03-01T17:38:00Z,,RECEIVED,BEE,EGAC,,2017-03-01T16:50:00Z,,,,77ec2c91-465f-4f64-b9f4-6fb0d0f09e2a,RECEIVED,BEE6KJ,,,,,,,,,,,,,IFR,N0304F150 DCT MAGEE DCT BLACA,PLANNED
2017-03-01T20:35:17.137Z,,,,,,,,,DERIVED,BEE,,,,,,,24c5206b-ca16-4e93-9ce5-2538ecd5cdac,RECEIVED,BEE1878,,,,,183,50.95026,-1.3568,,2017-02-28T22:11:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T23:10:55.223Z,,DH8D,MEDIUM,,EGHI,,2017-03-01T09:35:00Z,2017-03-01T09:35:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T08:50:00Z,2017-03-01T08:50:00Z,fba3e954-bd2c-4d81-a018-85bf1f076948,,,DERIVED,BE862,,,,,,,,,,198,,,SCHEDULED
2017-03-01T23:19:44.108Z,GECOT,DH8D,MEDIUM,EGHI,,,2017-03-01T08:32:00Z,,RECEIVED,BEE,EGPF,,2017-03-01T07:00:00Z,,,,1e050f39-e688-4f22-b8bf-8261a15836cf,RECEIVED,BEE1GF,,,,,,,,,,,,,IFR,N0317F250 LUSIV L612 DCS UN864 SUBUK DCT KEPAD UL151 TELBA/N0261F200 L151 PEPUL,PLANNED
2017-03-01T23:10:59.582Z,GECOC,DH8D,MEDIUM,EGAC,,,2017-02-28T16:22:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T15:15:00Z,,,,dc456752-930f-48d9-86a3-205d9d48bea0,RECEIVED,BEE8TN,,,,,,,,,,,,,IFR,N0314F200 ASMIM L975 WAL L10 IOM DCT NELBO DCT MAGEE DCT,PLANNED
2017-03-01T23:20:40.579Z,GFBJK,E170,MEDIUM,EGAC,,,2017-03-01T16:30:00Z,,RECEIVED,BEE,EGCC,,2017-03-01T15:35:00Z,,,,fb08332d-a730-4adf-9e46-6348b786934a,RECEIVED,BEE5BU,,,,,,,,,,,,,IFR,N0331F200 ASMIM L975 WAL L10 IOM DCT NELBO DCT MAGEE DCT,PLANNED
2017-03-01T21:23:43.891Z,GJEDW,DH8D,MEDIUM,EGCC,,,2017-02-28T19:49:00Z,,RECEIVED,BEE,EGPD,,2017-02-28T18:25:00Z,,,,fdc7ead1-5401-4835-9a3c-cb860c0e4d53,RECEIVED,BEE1KC,,,,,,,,,,,,,IFR,N0319F250 DCT ADN P600 PTH UP600 GOW UL612 LAKEY,PLANNED
2017-03-01T20:35:42.146Z,GPRPD,DH8D,MEDIUM,EGPH,,,2017-02-28T22:04:44Z,,DERIVED,BEE,EGNX,,,2017-02-28T21:10:00Z,,,11693914-2335-47c8-9b12-e0ce24328b78,RECEIVED,BEE8BV,,,,,,,,,,,,241,,,AIRBORNE
2017-03-01T23:40:38.110Z,,E190,MEDIUM,,EGHI,,2017-03-01T08:10:00Z,2017-03-01T08:10:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T07:25:00Z,2017-03-01T07:25:00Z,8e7eb215-0a63-4132-be24-e2cb5c92b5e3,,,DERIVED,BE860,,,,,,,,,,137,,,SCHEDULED
2017-03-01T22:18:01.347Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T23:38:01Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T22:21:41.123Z,,E170,MEDIUM,,EDDS,,2017-03-01T18:20:00Z,2017-03-01T18:20:00Z,DERIVED,BEE,,EGBB,,,2017-03-01T16:50:00Z,2017-03-01T16:50:00Z,fce25042-6fe1-4803-a2c6-a866f011c0d1,,,DERIVED,BE7127,,,,,,,,,,317,,,SCHEDULED
2017-03-01T20:57:50.331Z,GFBJG,E170,MEDIUM,EDDT,,,2017-02-28T18:48:00Z,,RECEIVED,BEE,EGBB,,2017-02-28T16:55:00Z,,,,f99a3d43-c311-4ee4-b1fd-7d6080edd754,RECEIVED,BEE9RG,,,,,,,,,,,,,IFR,N0396F310 UNGAP P155 SIVDA DCT REDFA UL620 ARNEM UP147 RKN UL980 MOBSA DCT BATEL/N0313F170 BATEL3H,PLANNED
2017-03-01T21:55:14.574Z,GECOB,DH8D,MEDIUM,EGBB,,,2017-03-01T00:56:23Z,,DERIVED,BEE,EGPH,,,2017-02-28T21:40:00Z,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE5HL,,,,,,,,,,,,238,,,AIRBORNE
2017-03-01T22:21:42.016Z,,E190,MEDIUM,,EGFF,,2017-03-01T09:20:00Z,2017-03-01T09:20:00Z,DERIVED,BEE,,EIDW,,,2017-03-01T08:40:00Z,2017-03-01T08:40:00Z,b4d3225a-daf0-4df9-ae4b-d31f4638bd91,,,DERIVED,BE4522,,,,,,,,,,244,,,SCHEDULED
2017-03-01T22:52:28.900Z,N949BW,,,,,,,,DERIVED,BEE,,,,,,,e58016e6-fa1a-43b3-853e-806472029b12,DERIVED,BEE850,,,1222,3000,222,64.487,-165.59901,155,2017-03-01T00:28:50Z,ADSB,,,,,AIRBORNE
2017-03-01T21:54:49.199Z,GPRPG,DH8D,MEDIUM,EGFF,,,2017-02-28T15:11:00Z,,RECEIVED,BEE,EGAC,,2017-02-28T13:55:00Z,,,,e460ff05-8ca3-48ef-af1a-4cef92dac6fe,RECEIVED,BEE4JV,,,,,,,,,,,,,IFR,N0312F250 DCT DUFFY L15 SOSIM UL15 RISLA UN862 RETSI,PLANNED
2017-03-01T23:19:26.585Z,GFBEG,E190,MEDIUM,EGKK,,,2017-03-01T19:21:00Z,,RECEIVED,BEE,EGHQ,,2017-03-01T18:25:00Z,,,,2c855344-bf8c-4f63-9632-0214e1b4470b,RECEIVED,BEE9LM,,,,,,,,,,,,,IFR,N0370F270 DCT DAWLY UL620 GIBSO DCT BILNI,PLANNED
2017-03-01T23:20:40.165Z,GJEDV,DH8D,MEDIUM,EGFF,,,2017-03-01T18:43:00Z,,RECEIVED,BEE,EGLC,,2017-03-01T17:40:00Z,,,,7c9fc859-88b2-410b-9230-1f8d74789787,RECEIVED,BEE1326,,,,,,,,,,,,,IFR,N0298F140 CPT,PLANNED
2017-03-01T21:54:39.184Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T19:50:00Z,2017-03-01T19:50:00Z,DERIVED,BEE,,EGBB,,,2017-03-01T19:05:00Z,2017-03-01T19:05:00Z,efb06f09-1b38-438c-ad6a-c7f07c73d8aa,,,DERIVED,BE414,,,,,,,,,,262,,,SCHEDULED
2017-03-01T22:21:29.360Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T08:15:00Z,2017-03-01T08:15:00Z,DERIVED,BEE,,EGHI,,,2017-03-01T07:10:00Z,2017-03-01T07:10:00Z,8d9347f0-43af-42f8-b51b-f86d22b9f797,,,DERIVED,BE980,,,,,,,,,,194,,,SCHEDULED
2017-03-01T21:48:42.295Z,GJECK,DH8D,MEDIUM,EGBB,,,2017-02-28T12:32:00Z,,RECEIVED,BEE,EGPF,,2017-02-28T11:15:00Z,,,,2a909ef8-be64-4fa3-b266-3cce4df01cb8,RECEIVED,BEE6TW,,,,,,,,,,,,,IFR,N0314F250 LUSIV L612 DCS UL612 CROFT/N0309F170,PLANNED
2017-03-01T21:16:22.660Z,GFBJE,E170,MEDIUM,LFPG,,,2017-02-28T12:59:00Z,,RECEIVED,BEE,EGCC,,2017-02-28T11:35:00Z,,,,273cfab1-5fdb-4b9f-865f-6645160a0952,RECEIVED,BEE439N,,,,,,,,,,,,,IFR,N0397F310 SANBA N859 HON UL612 IXURA/N0415F330 UL612 WOD UM605 SFD/N0353F250 UM605 BIBAX/N0294F130,PLANNED
2017-03-01T23:19:14.675Z,,DH8D,MEDIUM,,EGHI,,2017-03-01T17:15:00Z,2017-03-01T17:15:00Z,DERIVED,BEE,,EHAM,,,2017-03-01T16:15:00Z,2017-03-01T16:15:00Z,fbf15f3e-3127-4a03-b688-91090243ae19,,,DERIVED,BE1016,,,,,,,,,,243,,,SCHEDULED
2017-03-01T21:48:26.682Z,GFBXD,,,,,,,,DERIVED,BEE,,,,,,,70fa49fa-20df-48a2-83c0-d1d0b4e640a3,RECEIVED,BEE4238,,,,4400,21,60.46211,22.62738,253,2017-02-28T22:19:56Z,ADSB,,,,,AIRBORNE
2017-03-01T20:47:35.460Z,GPRPB,DH8D,MEDIUM,EDDL,,,2017-02-28T16:27:00Z,,RECEIVED,BEE,EGLC,,2017-02-28T14:55:00Z,,,,48d4be71-84b2-466d-95ca-7707e6bdc270,RECEIVED,BEE3VD,,,,,,,,,,,,,IFR,N0311F230 CLN L620 REDFA UL620 PAM UP62 TEBRO TEBRO1G,PLANNED
2017-03-01T23:14:24.315Z,,DH8D,MEDIUM,,EGPF,,2017-03-01T17:50:00Z,2017-03-01T17:50:00Z,DERIVED,BEE,,EGNX,,,2017-03-01T17:00:00Z,2017-03-01T17:00:00Z,7d0c666c-4476-49b4-a5e3-f8e76179e659,,,DERIVED,BE556,,,,,,,,,,256,,,SCHEDULED
2017-03-01T23:19:22.272Z,,E190,MEDIUM,,EGKK,,2017-03-01T08:25:00Z,2017-03-01T08:25:00Z,DERIVED,BEE,,EGHQ,,,2017-03-01T07:35:00Z,2017-03-01T07:35:00Z,a68fc12c-fc96-4b06-a058-7f6fe3e70074,,,DERIVED,BE801,,,,,,,,,,161,,,SCHEDULED
2017-03-01T21:48:59.641Z,GJECI,DH8D,MEDIUM,EGCC,,,2017-02-28T09:46:00Z,,RECEIVED,BEE,EGAC,,2017-02-28T08:45:00Z,,,,7ac7e34f-0bf9-4e9c-89a0-8f34e7b5c653,RECEIVED,BEE56E,,,,,,,,,,,,,IFR,N0315F190 DCT DUFFY DCT PEPOD L15 MAKUX,PLANNED
2017-03-01T20:58:54.721Z,GJECR,DH8D,MEDIUM,EGCC,,,2017-02-28T22:16:00Z,,DERIVED,BEE,EGAC,,,2017-02-28T21:26:00Z,,,b3182437-edb4-428c-917f-bb15b3900ea0,RECEIVED,BEE3GV,,,,,,,,,,,,222,,,AIRBORNE
2017-03-01T22:17:25.314Z,EIREL,AT75,,EGCC,,,2017-03-01T10:34:00Z,,RECEIVED,BEE,EGNS,,2017-03-01T09:55:00Z,,,,d1efd02c-b25c-4053-a787-22eb5acb5883,RECEIVED,BEE9PD,,,,,,,,,,,,,IFR,N0285F130 IOM,PLANNED
2017-03-01T23:53:52.694Z,GPRPJ,DH8D,MEDIUM,EGPH,,,2017-03-01T18:49:00Z,,RECEIVED,BEE,EGLC,,2017-03-01T17:15:00Z,,,,b752b6c9-f417-425d-be86-4a385854a58e,RECEIVED,BEE9TJ,,,,,,,,,,,,,IFR,N0303F150 BPK N601 POTON/N0315F240 N601 ESKDO,PLANNED
2017-03-01T22:22:52.489Z,,DH8D,MEDIUM,,EHAM,,2017-03-01T19:05:00Z,2017-03-01T19:05:00Z,DERIVED,BEE,,EGHI,,,2017-03-01T18:05:00Z,2017-03-01T18:05:00Z,016ef182-f972-4b3a-81f2-8e10b2b19448,,,DERIVED,BE1019,,,,,,,,,,243,,,SCHEDULED
2017-03-01T21:54:45.957Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T17:40:00Z,2017-03-01T17:40:00Z,DERIVED,BEE,,EGNX,,,2017-03-01T16:55:00Z,2017-03-01T16:55:00Z,3b64078e-d0fa-4107-94e9-8eace515d55f,,,DERIVED,BE366,,,,,,,,,,259,,,SCHEDULED
2017-03-01T21:54:47.640Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T18:10:00Z,2017-03-01T18:10:00Z,DERIVED,BEE,,EGNM,,,2017-03-01T17:30:00Z,2017-03-01T17:30:00Z,f5e7ef18-4457-4378-9fe4-82b28f5d2c95,,,DERIVED,BE736,,,,,,,,,,232,,,SCHEDULED
2017-03-01T23:20:51.868Z,,E170,MEDIUM,,EGAC,,2017-03-01T16:25:00Z,2017-03-01T16:25:00Z,DERIVED,BEE,,EGCC,,,2017-03-01T15:45:00Z,2017-03-01T15:45:00Z,cfaed1e6-3e9d-407d-9c72-a4ec92ec8c60,,,DERIVED,BE480,,,,,,,,,,222,,,SCHEDULED
2017-03-01T21:23:10.740Z,GECOH,DH8D,MEDIUM,EGPH,,,2017-02-28T22:15:00Z,,DERIVED,BEE,EGCC,,,2017-02-28T21:31:00Z,,,1696a32c-1f74-437f-b6a1-b1012e90eaa8,RECEIVED,BEE8DP,,,,,,,,,,,,215,,,AIRBORNE
2017-03-01T22:22:45.686Z,,DH8D,MEDIUM,,EGBB,,2017-03-01T10:40:00Z,2017-03-01T10:40:00Z,DERIVED,BEE,,EDDL,,,2017-03-01T09:25:00Z,2017-03-01T09:25:00Z,4664d1db-cd2d-49a4-a889-72ec490b0f7f,,,DERIVED,BE7042,,,,,,,,,,259,,,SCHEDULED
2017-03-01T22:50:39.439Z,,DH8D,MEDIUM,,EGBB,,2017-03-01T07:51:00Z,2017-03-01T07:51:00Z,DERIVED,BEE,,EGPD,,,2017-03-01T06:55:00Z,2017-03-01T06:55:00Z,d5eb3071-36f2-415a-827e-3fae4eeeeea3,,,DERIVED,BE321,,,,,,,,,,191,,,SCHEDULED
2017-03-01T21:54:27.833Z,GECOB,DH8D,MEDIUM,,EGPH,,2017-02-28T23:10:00Z,,DERIVED,BEE,,EGBB,,,2017-02-28T20:55:00Z,,176834c4-bf35-44d1-ac33-06f8127105e9,RECEIVED,BEE4KR,,,,,,,,,,,,238,,,PLANNED
2017-03-01T23:42:04.347Z,GFBEN,E190,MEDIUM,EGFF,,,2017-02-28T23:58:00Z,,RECEIVED,BEE,EGPF,,2017-02-28T22:50:00Z,,,,c674fb3f-0fc1-4799-9244-237d7f11206e,RECEIVED,BEE4BF,,,,,,,,,,,,,IFR,N0382F290 NORBO UT256 DCS UN864 SUBUK DCT NOKIN UN862 RETSI/N0351F160,PLANNED
2017-03-01T23:15:39.141Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T17:00:50Z,,DERIVED,BEE,,EGPH,,,2017-03-01T16:24:10Z,,e50b04ce-4de7-41f2-a4e5-c68d88af5ac0,,,DERIVED,BE691,,,,,,,,,,192,,,SCHEDULED
2017-03-01T23:11:28.471Z,EIREM,AT75,,EGCC,,,2017-02-28T19:24:00Z,,RECEIVED,BEE,EGNS,,2017-02-28T18:45:00Z,,,,e3a35b22-8b23-4d1b-b4f9-36723e2de1c1,RECEIVED,BEE9WB,,,,,,,,,,,,,IFR,N0283F130 IOM,PLANNED
2017-03-01T21:15:44.980Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T23:08:02Z,ESTIMATED,,,,,AIRBORNE
2017-03-01T21:16:40.267Z,GFBEN,E190,MEDIUM,EGFF,,,2017-02-28T23:55:00Z,,DERIVED,BEE,EGPF,,,2017-02-28T22:55:00Z,,,d03cee09-578b-4cc0-86c1-c7cc9e29245e,RECEIVED,BEE4BF,,,,,,,,,,,,327,,,AIRBORNE
2017-03-01T23:20:10.181Z,GFBJJ,E170,MEDIUM,EGBB,,,2017-03-01T14:54:00Z,,RECEIVED,BEE,LFLL,,2017-03-01T13:00:00Z,,,,8104fc46-124f-49fa-9358-df8dae36c1d6,RECEIVED,BEE329D,,,,,,,,,,,,,IFR,N0448F380 BUSIL UT133 BAGBI UM733 CHABY UH10 OKRIX UM976 BRY UM733 KOPOR UM976 ABNUR UT10 ALESO/N0366F260 UT420 BIG/N0344F220 T420 BUZAD,PLANNED
2017-03-01T23:42:47.049Z,,DH8D,MEDIUM,,EGAC,,2017-03-01T11:50:00Z,2017-03-01T11:50:00Z,DERIVED,BEE,,EGPD,,,2017-03-01T11:00:00Z,2017-03-01T11:00:00Z,8cbe3e50-5d7a-4272-b469-d527e8fe80da,,,DERIVED,BE153,,,,,,,,,,238,,,SCHEDULED
2017-03-01T20:46:14.385Z,GECOB,DH8D,MEDIUM,EGPH,,,2017-02-28T17:44:00Z,,RECEIVED,BEE,EGAC,,2017-02-28T16:45:00Z,,,,9bd30d0d-859f-477a-9b83-6412d515baf4,RECEIVED,BEE5CP,,,,,,,,,,,,,IFR,N0310F170 DCT MAGEE DCT BLACA,PLANNED
2017-03-01T20:59:11.676Z,,,,,,,,,DERIVED,BEE,,,,,,,4e96186d-165d-4fbc-b1bf-33dbfa2cae9a,RECEIVED,BEE852,,,,,178,52.45386,-1.74803,,2017-02-28T22:41:01Z,ESTIMATED,,,,,AIRBORNE
